,store_clus,logistic_qty,disc,yr_wk_num,intcp,prod_lvl_3_cd,discflag
1386912,5,-0.347024308,0,201704,1,668,1
1387012,5,-1.588798519,0,201705,1,668,1
1387072,3,-0.978662364,0,201705,1,668,1
1387176,3,2.995732274,0,201705,1,668,1
1387195,3,1.778353841,0,201705,1,668,1
1387199,3,-0.930186963,0,201704,1,668,1
1387241,5,2.995732274,0,201706,1,668,1
1387276,3,-0.930186963,0,201705,1,668,1
1387350,3,-0.21163944,0,201705,1,668,1
1387394,3,-0.895226149,0,201705,1,668,1
1387433,4,0.261086239,0,201706,1,668,1
1387525,3,-0.313310699,0,201706,1,668,1
1387607,4,2.995732274,0,201704,1,668,1
1387630,5,2.995732274,0,201706,1,668,1
1387661,3,-0.327542044,0,201705,1,668,1
1387716,5,-0.962110164,0,201705,1,668,1
1387718,5,-0.217154151,0,201705,1,668,1
1387759,2,-0.311859328,0,201706,1,668,1
1387822,5,-0.253614663,0,201705,1,668,1
1387856,3,-0.903074417,0,201704,1,668,1
1387872,4,2.995732274,0,201705,1,668,1
1387988,5,2.995732274,0,201705,1,668,1
1387994,5,-0.27406612,0,201706,1,668,1
1388104,5,-0.347024308,0,201705,1,668,1
1388240,2,2.995732274,0,201704,1,668,1
1388242,3,-0.189391848,0,201705,1,668,1
1388304,3,-0.978662364,0,201704,1,668,1
1388371,5,-0.302733276,0,201704,1,668,1
1388385,3,-0.930186963,0,201706,1,668,1
1388441,2,0.289480647,0,201705,1,668,1
1388442,2,-0.918835365,0,201704,1,668,1
1388465,5,2.995732274,0,201704,1,668,1
1388468,5,-0.273814151,0,201705,1,668,1
1388531,2,-0.918835365,0,201705,1,668,1
1388554,2,-0.274769892,0,201704,1,668,1
1388567,5,2.995732274,0,201705,1,668,1
1388580,5,-1.288004137,0,201706,1,668,1
1388588,2,1.924364078,0,201704,1,668,1
1388590,5,-0.206539043,0,201705,1,668,1
1388606,3,-0.244787696,0,201704,1,668,1
1388632,4,-0.274769892,0,201705,1,668,1
1388768,5,1.85542918,0,201704,1,668,1
1388779,5,2.995732274,0,201705,1,668,1
1388818,5,-1.386294361,0,201705,1,668,1
1388846,3,-0.906480717,0.0983,201704,1,668,1
1388880,3,1.935600505,0,201706,1,668,1
1388914,5,-0.301030154,0,201706,1,668,1
1388923,4,-0.314008982,0,201704,1,668,1
1388943,5,-0.244787696,0,201706,1,668,1
1388944,5,1.572982758,0,201706,1,668,1
1389016,2,-0.963777785,0,201705,1,668,1
1389047,3,-0.933197937,0,201706,1,668,1
1389075,5,-0.31884188,0,201706,1,668,1
1389077,3,-0.253614663,0,201705,1,668,1
1389098,3,-0.229681246,0,201706,1,668,1
1389216,5,-0.346450386,0,201706,1,668,1
1389245,2,-0.907692746,0,201706,1,668,1
1389274,2,-0.97492472,0,201705,1,668,1
1389309,4,-1.345178181,0,201704,1,668,1
1389318,4,2.995732274,0,201705,1,668,1
1389338,3,-0.900872545,0,201706,1,668,1
1389343,4,1.866277259,0,201705,1,668,1
1389358,5,-0.27406612,0,201704,1,668,1
1389384,5,2.995732274,0,201706,1,668,1
1389394,4,-0.889606857,0,201704,1,668,1
1389419,5,-0.959828975,0,201706,1,668,1
1389431,2,-0.904594224,0,201705,1,668,1
1389568,3,2.995732274,0,201706,1,668,1
1389589,3,-0.236858069,0,201704,1,668,1
1389672,4,-0.21163944,0,201705,1,668,1
1389690,4,-0.314008982,0,201706,1,668,1
1389710,5,-0.286760835,0,201705,1,668,1
1389753,3,-0.244425446,0,201704,1,668,1
1389818,5,-0.286760835,0,201704,1,668,1
1389840,2,-0.405465108,0,201706,1,668,1
1389898,6,-2.04490322,0,201704,1,668,1
1389999,5,2.995732274,0,201704,1,668,1
1390027,3,-0.940081815,0,201706,1,668,1
1390029,3,2.995732274,0,201704,1,668,1
1390044,5,2.995732274,0,201706,1,668,1
1390047,5,-0.954458861,0,201705,1,668,1
1390080,2,1.663236918,0,201704,1,668,1
1390113,5,-0.927663472,0,201706,1,668,1
1390119,2,2.995732274,0,201704,1,668,1
1390173,5,-0.878899633,0,201706,1,668,1
1390235,2,-0.244425446,0,201705,1,668,1
1390275,4,-0.301485694,0.1,201706,1,668,1
1390276,5,-0.29591079,0,201704,1,668,1
1390310,2,-0.329318875,0,201705,1,668,1
1390321,5,2.995732274,0,201705,1,668,1
1390407,3,-0.978662364,0,201706,1,668,1
1390492,5,-0.259394151,0,201706,1,668,1
1390554,5,-0.259394151,0.1499,201704,1,668,1
1390586,4,-0.308964481,0,201704,1,668,1
1390592,4,2.995732274,0,201706,1,668,1
1390593,4,2.995732274,0,201706,1,668,1
1390604,3,-0.980411035,0,201704,1,668,1
1390682,4,-0.253614663,0,201704,1,668,1
1390690,4,1.386294361,0,201706,1,668,1
1390722,5,2.995732274,0,201705,1,668,1
1390778,3,-0.173097678,0,201705,1,668,1
1390785,5,2.995732274,0,201704,1,668,1
1390911,3,-0.327542044,0,201704,1,668,1
1390994,5,2.995732274,0,201704,1,668,1
1391109,4,-0.253614663,0,201706,1,668,1
1391195,5,2.995732274,0,201706,1,668,1
1391212,2,2.995732274,0,201704,1,668,1
1391295,5,2.995732274,0,201704,1,668,1
1391301,3,1.505751319,0,201705,1,668,1
1391320,3,2.995732274,0,201704,1,668,1
1391328,6,-2.668249068,0.0127,201706,1,668,1
1391341,5,-0.959828975,0,201704,1,668,1
1391377,5,1.892094817,0,201704,1,668,1
1391419,4,-0.342346585,0,201705,1,668,1
1391423,5,-0.244787696,0,201705,1,668,1
1391429,2,-0.321394147,0,201706,1,668,1
1391458,6,-1.572554062,0,201705,1,668,1
1391504,5,1.666102255,0,201706,1,668,1
1391530,6,-1.108066514,0,201706,1,668,1
1391546,5,-0.21163944,0,201706,1,668,1
1391548,2,-0.910146342,0,201704,1,668,1
1391564,5,2.995732274,0,201704,1,668,1
1391601,2,-1.301335384,0,201704,1,668,1
1391631,2,-0.894950069,0,201704,1,668,1
1391649,4,2.995732274,0,201705,1,668,1
1391686,2,-0.31818775,0,201704,1,668,1
1391719,5,-0.253171421,0,201704,1,668,1
1391761,5,-1.307211211,0,201704,1,668,1
1391822,3,-0.303827876,0,201706,1,668,1
1391870,5,-0.176010089,0,201704,1,668,1
1391873,5,1.796784637,0.0499,201706,1,668,1
1391880,4,-0.936282315,0,201704,1,668,1
1391923,5,-0.286428146,0,201704,1,668,1
1392080,2,2.995732274,0,201706,1,668,1
1392120,2,-0.223143551,0,201706,1,668,1
1392221,4,2.995732274,0,201705,1,668,1
1392293,5,-0.24867862,0,201704,1,668,1
1392300,5,-0.274769892,0,201706,1,668,1
1392333,5,2.995732274,0,201706,1,668,1
1392395,6,-1.903204529,0.0294,201704,1,668,1
1392432,4,2.995732274,0,201704,1,668,1
1392445,2,-0.288880402,0,201704,1,668,1
1392447,5,2.995732274,0,201706,1,668,1
1392587,2,0.323507131,0,201705,1,668,1
1392636,6,0.075975959,0.007,201705,1,668,1
